03000400000100001,ORIHUELA,CALLE,ALFONSO V,   1,3300,25
03000400000100003,ORIHUELA,CALLE,ALFONSO V,   3,3300,25
03000400000100004,ORIHUELA,CALLE,ALFONSO V,   4,3300,22
03000400000400004,ORIHUELA,CALLE,LA HUERTA (ORIHUELA),   4,3300,7
03000400000400006,ORIHUELA,CALLE,LA HUERTA (ORIHUELA),   6,3300,8
03000400000400012,ORIHUELA,CALLE,LA HUERTA (ORIHUELA),  12,3300,10
03000400003100002,ORIHUELA,CALLE,PINTOR FERNANDO FENOLL,   2,3300,18
03000400003100004,ORIHUELA,CALLE,PINTOR FERNANDO FENOLL,   4,3300,9
03000400003100006,ORIHUELA,CALLE,PINTOR FERNANDO FENOLL,   6,3300,16
03000400003900001,ORIHUELA,CALLE,CAROLINA PASCUAL,   1,3300,14
03000400003900002,ORIHUELA,CALLE,CAROLINA PASCUAL,   2,3300,8
03000400003900003,ORIHUELA,CALLE,CAROLINA PASCUAL,   3,3300,7
03000400003900004,ORIHUELA,CALLE,CAROLINA PASCUAL,   4,3300,7
03000400006300003,ORIHUELA,CALLE,CRISTO DE ZALAMEA,   3,3300,49
03000400006300005,ORIHUELA,CALLE,CRISTO DE ZALAMEA,   5,3300,22
03000400006300007,ORIHUELA,CALLE,CRISTO DE ZALAMEA,   7,3300,28
03000400006500001,ORIHUELA,CALLE,ALICANTE,   1,3300,1
03000400006500002,ORIHUELA,CALLE,ALICANTE,   2,3300,3
03000400006500004,ORIHUELA,CALLE,ALICANTE,   4,3300,1
03000400006500006,ORIHUELA,CALLE,ALICANTE,   6,3300,1
03000400006500008,ORIHUELA,CALLE,ALICANTE,   8,3300,1
03000400007500008,ORIHUELA,CALLE,FRANCISCO TORMO DE HARO,   8,3300,20
03000400007500010,ORIHUELA,CALLE,FRANCISCO TORMO DE HARO,  10,3300,18
03000400007500012,ORIHUELA,CALLE,FRANCISCO TORMO DE HARO,  12,3300,16
03000400007500014,ORIHUELA,CALLE,FRANCISCO TORMO DE HARO,  14,3300,16
03000400007500016,ORIHUELA,CALLE,FRANCISCO TORMO DE HARO,  16,3300,20
